Forge,Link Count
git.mosad.xyz,0
trac-hacks.org,0
download.silicondust.com,0
neem.bzr.sourceforge.net,0
wiki.qemu.org,0
www.five-ten-sg.com,0
svn.reddwarfserver.org,0
ck.kolivas.org,0
projects.vdr-developer.org,0
cl2-informatik.uibk.ac.at,0
git.simple-cc.org,0
www.muppetlabs.com,0
gogs.8raw.com,0
git-cenario.jelastic.saveincloud.net:4848,0
git.pwmt.org,0
forge.touhey.org,0
alioth-archive.debian.org,0
0x2a.at,0
www.litech.org,0
prdownloads.sourceforge.net,0
git.nordgedanken.dev,0
git.annexia.org,0
golem.ph.utexas.edu,0
sillycycle.com,0
git.markusvolkmer.de,0
git.tuebingen.mpg.de,0
paredit.org,0
breakfastquay.com,0
josealeu@bitbucket.org,0
www.and.org,0
gitlab.ghzhushou.com,0
svn.so-much-stuff.com,0
elementmedia@bitbucket.org,0
geuz.org,0
git.jazzy.pro,0
appspy.svn.sourceforge.net,0
www.lri.fr,0
www.pjrc.com,0
code.communitybuildar.com,0
qi-tools.bzr.sourceforge.net,0
git.library.upei.ca,0
git.devcake.app,0
forge.net4sat.org,0
dl.hexchat.net,0
media.inkscape.org,0
gitlab.myanime.eu,0
emboss.open-bio.org,0
hg.256bit.org,0
bisqwit.iki.fi,0
archives.eyrie.org,0
git.libssh.org,0
git.scrubhole.org,0
gitlab.pno.dev,0
git.skyjake.fi,0
git.vuxu.org,0
simplici7y.com,0
antfu.gallery.vsassets.io,0
git.uclibc.org,0
git.greenscale.it,0
git.uitm.edu.my,0
svn.ovea.com,0
lochid@bitbucket.org,0
sunshinegardens.org,0
code.liw.fi,0
kristaps.bsd.lv,0
git.fosscommunity.in,0
git.xaifiet.com,0
ctkarch.org,0
ftp.aegisub.org,0
apps.ankiweb.net,0
iteam.contemporaryva.com,0
gitlab.kfosoftware.net,0
codesynthesis.com,0
taylorhakes@github.com,0
dwheeler.com,0
www.freetds.org,0
gmonsters.bzr.sourceforge.net,0
appfuse-light.dev.java.net,0
svn.kenai.com,0
git.itbc.pro,0
www.dnspython.org,0
version.helsinki.fi,0
gitlab.zendovo.eu,0
libguestfs.org,0
git.freesoftwareextremist.com,0
jdelvare.nerim.net,0
gitlab.k-net.fr,0
myrepos.branchable.com,0
git.sepantatech.com,0
download.kiwix.org,0
gitea.lntu.edu.cn,0
T-Soloveychik@bitbucket.org,0
level7.org.uk,0
phoronix-test-suite.com,0
birdfont.org,0
code.bgemi.net,0
git.cgsecurity.org,0
ebreadboard.bzr.sourceforge.net,0
www.umaxx.net,0
ftp.barfooze.de,0
git.tetalab.org,0
mosh.org,0
projects.unbit.it,0
gitlab.lam.fr,0
hashcat.net,0
ygrek.org.ua,0
www.qhull.org,0
www.pps.univ-paris-diderot.fr,0
dianne.skoll.ca,0
www.intra2net.com,0
pikchr.org,0
www.dettus.net,0
nickle.org,0
ftp.irc.org,0
itmaniax@bitbucket.org,0
muddlers.org,0
git.yoomoney.ru,0
svn.webtide.com,0
git.housearatus.net,0
gitlab.cs.nuim.ie,0
projekt.saces.de,0
git.codingallnight.com,0
git.wow.st,0
satellite.isti.cnr.it,0
nuetzlich.net,0
repo.runelite.net,0
git.nursit.net,0
gitrenewal.com,0
www.sndio.org,0
distfiles.dereferenced.org,0
git.ist.ac.at,0
root.cern,0
dvdnav.mplayerhq.hu,0
gitlab2.informatik.uni-wuerzburg.de,0
svn.mageia.org,0
www.csie.ntu.edu.tw,0
jpetrie.net,0
duktape.org,0
jdownloader.bzr.sourceforge.net,0
www.fossil-scm.org,0
albertil@svn.forge.objectweb.org,0
brltty.app,0
niklashultstrom@bitbucket.org,0
svn.cacert.org,0
mattmahoney.net,0
git.meli.delivery,0
www.mathe2.uni-bayreuth.de,0
mujs.com,0
acme.com,0
felipegaucho@footprint.dev.java.net,0
point-at-infinity.org,0
git.odiwi.fr,0
www.hdfgroup.org,0
www.eecis.udel.edu,0
gvipers.imt-lille-douai.fr,0
git.cloud.ik.bme.hu,0
bar.ebi.ac.uk,0
lab.louiz.org,0
patchii.net,0
git.immerda.ch,0
bitbucket.com,0
source.wiredtiger.com,0
git.daplie.com,0
anongit.mindrot.org,0
ftp.icarus.com,0
simpleservlets.hg.sourceforge.net:8000,0
git.tannercollin.com,0
git.iotech.co.th,0
gitlab.afbiodiversite.fr,0
plugins.trac.wordpress.org,0
www.sollya.org,0
git.uwaterloo.ca,0
git.innokassa.ru,0
git.cdeluruguay.gob.ar,0
liba52.sourceforge.net,0
www.iro.umontreal.ca,0
gitbio.ens-lyon.fr,0
120.78.176.103:8099,0
microemulator.svn.sourceforge.net,0
code.fossencdi.org,0
celine.demouge@git.recherche.enac.fr,0
git.zsinfo.nl,0
spiegl.de,0
git.urban.brussels,0
gogs.mikescher.com,0
liris.cnrs.fr,0
git.mtmaxtech.com,0
www.rouaix.org,0
svn.labri.fr,0
www.muchsync.org,0
ranger.github.io,0
www.flyn.org,0
imperialat.at,0
maradns.samiam.org,0
taskwarrior.org,0
releases.hashicorp.com,0
ytrizja.de,0
unicode.org,1
svn.cmsmadesimple.org,0
laurikari.net,0
elephpant.ninja,0
download.owncloud.com,0
git.4viewture.eu,0
gitlab.invilite.com,0
botan.randombit.net,0
www.neuron.yale.edu,0
swiftshader.googlesource.com,0
git.fkurz.net,0
dl.mercurylang.org,0
14557.runjs.cn,0
nl.archive.ubuntu.com,0
mama.indstate.edu,0
veracrypt.fr,0
git.zytor.com,0
gitlab.cristal.univ-lille.fr,0
crawl.develz.org,0
gitlab-ce.gwdg.de,0
digint.ch,0
git.devnow.ir,0
www.littlesvr.ca,0
bugzilla.redhat.com,0
svn2.pouchintv.fr,0
git.higidi.com,0
ibiblio.org,0
gitlab.green-dev.de,0
mazsola.iit.uni-miskolc.hu,0
gitlab.gbar.dtu.dk,0
CoenraadS.gallery.vsassets.io,0
git.fedorahosted.org,0
bug787443.bugzilla-attachments.gnome.org,0
msv.dev.java.net,0
monkey.org,0
grass.osgeo.org,0
rdfind.pauldreik.se,0
data.musicbrainz.org,0
pojomatic.svn.sourceforge.net,0
search.maven.org,0
repo.mercurial-scm.org,0
bugs.gentoo.org,0
review.jami.net,0
git.loken.nl,0
svn.debux.org,0
dev.iopsys.eu,0
gitlab.typo3-webagentur.com,0
www-com.physik.hu-berlin.de,0
git.quademu.com,0
download.go.cd,0
gitlab.irap.omp.eu,0
newsboat.org,0
archive.hadrons.org,0
constexpr.org,0
git.rip,0
caoua.org,0
git.sigxcpu.org,0
download.geany.org,0
musa_akkaya@bitbucket.org,0
git.embl.de,0
git.maths.ox.ac.uk,0
matthewwild.co.uk,0
www.ladspa.org,0
git.stefanwimmer128.eu,0
mirror.fsf.org,0
wingolog.org,0
www.atnf.csiro.au,0
gitlab.nektar.info,0
hikari.acmelabs.space,0
essentialsource.svn.sourceforge.net,0
bugs.ntp.org,0
thingshare.ion.nu,0
files3.bungie.org,0
gerrit.syncleus.com,0
gitlab.slyt.gba.gov.ar,0
git.gplhost.com,0
versaweb.dl.sourceforge.net,0
ogc.dev.java.net,0
riscosopen.org,0
userpages.uni-koblenz.de,0
dirvish.org,0
www.uninformativ.de,0
www.crufty.net,0
git.sistemim.com.tr,0
ftp.fau.de,0
gitlab.inf.elte.hu,0
git.thejh.net,0
libndp.org,0
git.uibk.ac.at,0
www.linta.de,0
www.wellobserve.com,0
libspectre.freedesktop.org,0
quattor.git.sourceforge.net,0
www.xm1math.net,0
jogamp.org,0
git.ring0.de,0
code.rocket9labs.com,0
profs.scienze.univr.it,0
download.qt-project.org,0
www.colordiff.org,0
vtk.org,0
git.h3cjp.net,0
www.efficios.com,0
develop.svn.wordpress.org,0
gitlab.hnyjkj.com:8090,0
gogs.oxusmedia.com,0
notroj.github.io,0
download.gnu.org.ua,0
git.vulpes.one,0
capnproto.org,0
gitlab.laas.fr,0
ftp.soest.hawaii.edu,0
github.org,0
aluigi.altervista.org,0
gvipers.imt-nord-europe.fr,0
www.cosc.canterbury.ac.nz,0
www.busybox.net,0
projects.owldevelopers.site,0
gitlab.greenscale.de,0
riverbankcomputing.com,0
lab.jybrid.com,0
redhat.gallery.vsassets.io,0
www.jabberwocky.com,0
gitlab.outlandish.com,0
gitlab.jhongnet.com:8888,0
www.ansikte.se,0
ftp.fox-toolkit.org,0
www.gitlab.center,0
www.qcustomplot.com,0
www.gap-system.org,0
git.poixson.com,0
gitlab.msri.io,0
www.keepassx.org,0
nuttcp.net,0
bricxcc.sourceforge.net,0
piumarta.com,0
git.justinback.com,0
gitlab.moonda.io,0
git.dev.opencascade.org,0
source.openmpt.org,0
versio.iuem.eu,0
unix4lyfe.org,0
git.musl-libc.org,0
git.gfz-potsdam.de,0
matthias.benkard.de,0
static.openmolar.com,0
bioconductorhubs.blob.core.windows.net,0
support.reiner-sct.de,0
gajim.org,0
repo.entopanlab.it,0
gpl.code.de,0
dhall.gallery.vsassets.io,0
www.corpit.ru,0
git@bitbucket.org,0
tibleiz.net,0
cs.opensource.google,0
www.anc.org,0
git.znachor.cz,0
linux.tlk.fr,0
gitlab.anchumall.com,0
ftp.gwdg.de,0
gitlab.idci-consulting.fr,0
www.fltk.org,0
repositorio.4mmtecnologia.com.br,0
gtkwave.sourceforge.net,0
emacs-guix.gitlab.io,0
fs-uae.net,0
git.lumen.sh,0
gitlab.paperboat.cz,0
git.timshomepage.net,0
user-dirs.freedesktop.org,0
gitlab.24hr.se,0
gitlab.iscpif.fr,0
www.lichteblau.com,0
openjdk-sources.osci.io,0
stable.hypertriton.com,0
www.graphviz.org,0
git.qyliss.net,0
orus.io,0
